stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,11,0,74,6,2,0,3,0,0,0,2,0,0,2,0,6,77,55,141,0,0,0,0,22,1130,1,0,0,13,0,0,0,1,0,0,2,0,0,0
72hpf,7.61,5.07,0,20.57,2.25,4.79,0,2.54,0,0,0.28,0,0.28,0,5.36,0,15.78,23.68,1.69,52.71,0,5.07,0.85,0.56,42.28,170.8,0,0.28,0,34.39,2.54,0,0.85,9.58,0.28,0.28,1.97,0,0,0
21Day,17.76,1.11,2.22,48.84,1.11,52.54,0,44.03,0,2.22,0,0,2.59,1.85,17.39,1.48,1.11,5.55,7.77,56.24,0,0,2.59,0,13.69,70.67,0,0.74,0,17.39,6.66,0,1.48,9.25,1.11,2.22,0.37,0.37,0,3.33
3Month,0.21,1.98,1.35,52.94,0.21,0,1.04,3.85,2.08,13.21,0.1,0,21.64,9.67,6.66,15.91,1.87,8.63,14.46,14.25,4.26,0.21,2.91,1.87,1.25,2.39,1.56,0.83,0,0.83,3.43,0.1,328.38,0.42,0.21,0,0,6.45,52.42,14.77
22Month,0.14,0.55,3.14,9.29,0,0,0.82,3.42,0.55,20.91,1.37,0,19.68,5.06,18.45,17.08,0.27,1.37,29.93,6.42,0.14,1.64,1.64,0.14,0.68,0.41,0.55,1.09,5.6,0.96,0.82,0,52.88,0.82,0.14,0,0,0.27,0.41,3.28
