stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,16,1,0,0,0,0,0,0,0,0,0,0,6,3,3,13,0,1,0,1,10,246,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.92,0.56,0,5.07,0.85,2.54,0,0.28,0,0,0,0,0,0,0,2.82,6.2,0.85,19.17,0,0.56,0.85,0.28,237.88,151.35,0,0.85,18.88,0,0,5.36,0.28,0.56,0.28,0,0,0
21Day,3.33,0.37,0,10.36,0,0.74,0,0.74,0,0.37,0,0.37,0,1.48,0.37,2.22,3.7,0.74,14.06,0,0,1.48,0,37.74,37.74,0,1.11,5.92,3.7,0.37,3.7,0.37,0.74,0.74,0,0,0
3Month,0.21,2.29,0.1,16.33,0.21,0,0.1,0.1,1.04,1.04,0.1,3.02,1.66,0.1,1.66,4.89,2.39,1.35,21.12,3.33,0,1.14,1.04,1.56,1.87,0.42,0.73,1.56,0.62,8.74,0,0.21,0,0.1,7.18,1.04,1.25
22Month,0.27,2.32,0,14.21,0,0,0,0.14,0.68,0.96,6.7,12.71,0.27,0.68,1.91,1.5,0.96,2.46,15.17,0.55,0.27,0.27,0,1.09,0.96,0.41,0.14,0.96,0,1.5,0.14,0.14,0,0,0.82,0,0.41
