stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,12,0,0,0,0,0,1,0,2,0,0,0,0,7,5,4,2,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.2,0.28,0,1.41,0.28,1.41,0,0,0,0,0,0,0,0,0,0.28,1.41,8.74,0,1.97,0,0.28,0.28,0.28,3.66,1.97,0,0,2.25,0,0,1.13,0.28,1.13,0,0,0
21Day,1.85,0,0,5.92,0,0.74,0,0.37,0,0,0,0,1.11,0,1.11,1.11,0.74,6.29,1.48,3.33,0,0,0.74,0,1.11,0.74,0,0,1.85,2.22,0,0.74,0.37,0,0,0,1.48
3Month,0.31,0.62,0.73,18.72,0.1,0,0.52,0,1.35,0.73,0.21,0,73.02,1.14,0,4.47,3.02,3.64,1.56,3.02,1.04,0.21,11.96,0.1,0.42,0,0.52,0.1,0.21,1.25,7.49,0,0.1,0,0.83,1.66,1.35
22Month,0,0.82,0.82,5.74,0.14,0,0.55,0.14,0.68,1.5,3.14,0,78.57,0.82,0.55,2.87,0.55,0.82,2.73,3.96,0.14,1.91,3.42,0.14,0,0.27,0.27,0.14,0.14,0,3.69,0.55,0,0,0.14,0,2.05
