stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,15,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,13,304,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,25.65,3.38,0,12.97,2.54,12.4,0,0,0,0,0.28,0,0,0,0,0,4.51,31.57,2.54,23.11,1.13,0.56,0.28,1512.96,415.16,2.82,22.55,0,22.55,1.13,1.13,49.32,2.25,0.85,2.82,0,0,0
21Day,4.44,0.37,0.37,29.6,1.48,6.66,0,1.48,0,0,0.74,0,1.48,0.37,4.07,2.22,2.59,8.14,1.11,18.13,0,2.22,0,313.01,101.01,1.48,13.69,0,8.51,10.73,0.74,13.69,2.22,4.44,1.48,0,0,1.48
3Month,0.1,0.21,0.42,20.91,0.1,0,0.1,0,0.31,0.62,0.73,3.22,3.95,1.87,0,1.98,1.46,4.99,1.87,11.23,0,1.14,0.73,13.31,4.06,11.13,18.93,0,0.21,1.14,89.25,1.77,0,0,0.52,0.73,34.64,0.62
22Month,0,0,0.14,12.16,0.27,0,0.14,0.27,0.14,0,0.96,0,7.24,0.68,0.27,1.09,0.82,1.5,0.68,6.7,0.41,1.5,0,9.02,1.91,10.66,28.01,0.82,0.14,0,19.81,6.15,0.82,0,0.14,0.27,0.27,0
