stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.74,1.69,0,22.55,1.41,13.53,0,0,0,0,0,0,0,1.69,0.28,4.23,748.02,1.41,23.68,0,1.69,0.56,0.28,111.33,55.81,0.56,0.28,17.19,0,0,0,9.3,0.28,0.85,1.13,0,0,0
21Day,9.62,0,2.22,236.05,1.11,16.65,0,2.59,0.74,0.74,0,0.74,0,7.03,1.85,12.58,232.35,5.92,20.72,0,0.37,4.07,0,24.79,8.51,0.37,0.37,8.14,8.14,0,0,0.74,2.59,4.81,1.48,0,0,4.81
3Month,0.1,0.52,1.25,51.18,0,0,0.21,0,4.99,14.46,0,5.72,22.36,0.31,1.98,5.51,6.87,9.67,1.46,0.62,0.1,0.62,0.21,0.31,0.1,0.73,0.21,0.21,0.83,0.1,5.3,0.42,0,0,0,1.46,3.95,4.89
22Month,0,0.27,0.14,33.62,0,0,0.55,0.14,2.6,18.31,0.14,22.68,4.92,0.68,0.68,1.23,4.51,9.43,0.96,0.14,1.64,0.14,0,0.14,0,0.27,0,0,0.27,0,6.83,0.27,0.27,0,0,0.14,0.14,0.68
