stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,0,1.13,0,0,0,0.28,1.41,2.54,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0.74,0,0.37,3.33,0.37,1.11,0,1.48,0,0,0.37,2.59,0.37,1.48,2.22,0,0.37,0.37,8.51,0,0,0.37,0.37,4.44,3.33,0,0,0,2.59,2.59,0,0.37,0.74,0,0,0.37
3Month,0.31,0.42,1.87,11.13,0.1,0,0.42,0,5.93,1.87,0.1,159.56,1.35,0.1,32.87,0.73,1.87,2.7,6.03,0.62,0.42,1.14,14.98,0.83,0,0.31,0.31,0,0,2.81,2.08,0.42,0,2.39,1.35,1.04
22Month,0.27,1.23,0.68,8.34,0.14,0,0.96,0,2.87,1.64,6.29,212.76,0.68,0.14,39.08,0.14,0.82,2.46,5.74,0.14,3.83,2.05,0.68,0.82,0.27,1.91,0.55,0.14,0.14,0.27,0.96,0.27,0,0.55,0,0.55
