stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,26,250,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,7.33,1.41,0,2.54,0.85,5.92,0,0,0.28,0,0,0,0,0,0.56,12.12,0.85,5.92,0,0,0,672.21,307.5,0.28,0.28,11.56,0.28,0,8.17,0.85,0.85,0.56,0,0,0
21Day,2.59,0,0.37,2.59,0,2.22,0.74,0,0.37,0,0.74,0,0,0,0,2.59,1.11,3.7,0,0,0.37,164.64,76.22,0,0.74,2.59,4.44,0.37,3.7,1.48,2.22,0.37,0,0,0.37
3Month,0,0.31,0,2.39,0,0,0,0.31,0.31,0,1.46,0.21,0,0.73,0.21,0.31,0.21,0.42,0.21,0.1,0,42.13,5.1,0.31,0.1,0,0.1,2.08,0.42,0,0,0,0.21,0.42,0.52
22Month,0,0.27,0,0.55,0,0,0,0.14,0.96,0.14,6.29,0.27,0.14,0.55,0.14,0,0.14,1.37,0,0.14,0.41,32.52,1.64,0.27,0,0,0.14,4.51,1.91,0.14,0,0,0,0,0.14
