stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,5,0,28,1,0,0,2,0,1,0,6,0,0,0,0,1,13,17,29,0,0,0,0,18,158,2,0,0,13,0,0,0,0,0,0,0,0,0
72hpf,5.07,1.69,0,5.36,3.95,3.1,0,0.28,0,0,0,0,0,0,0.56,0,5.64,16.07,0.56,16.35,0,2.25,0.56,0.56,299.6,47.91,0.28,7.05,0,18.32,0,0,60.32,51.3,45.94,0.85,0,0,0
21Day,5.55,1.11,0,33.67,4.07,8.88,0,2.96,1.11,2.22,0,0,3.7,3.33,5.92,2.96,2.22,21.09,5.55,34.41,0,0,7.03,0,69.93,19.98,0.37,5.18,0,20.72,5.55,0,43.66,66.6,93.61,1.11,0,0,4.44
3Month,0,0,0.21,4.37,1.35,0,0.21,0,1.77,0.83,0,0,7.18,0.73,0.1,2.18,0.42,1.25,2.39,2.18,0.21,0,0.52,0.1,1.04,0.42,0.31,3.43,0,0.52,0.31,9.36,1.46,1.66,0.21,0.1,0.21,1.87,0.62
22Month,0,0.82,0.41,3.01,1.23,0,0.55,0,1.37,5.47,0.55,0,45.09,2.46,0.41,7.52,0,0.96,4.78,2.19,0,0.68,0.27,0,0,0.14,1.37,1.5,0.55,0,0.14,7.38,1.09,55.21,0,0.14,0,0,0.27
