stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.53,0.28,0,3.66,0.56,0,0,0,0,0,0,0,0,0,0.28,3.1,0,3.1,0,0,0.28,0,72.43,19.45,3.1,0.28,1.69,0,0,14.66,0,0,1.13,0,0,0
21Day,26.27,0.37,0.37,11.1,0,0.37,0,0,0,0,0,0,0,0,0,1.85,0.37,2.59,0,0,0,0,38.48,7.77,4.81,0.74,0.37,1.48,0,7.77,0.37,1.11,0.74,0,0,0
3Month,0,0.31,0.73,44.21,0.83,0,0.1,4.78,0.83,0.1,4.78,0.83,0.1,2.29,0.62,2.08,2.91,3.95,0.42,0,4.99,0.52,6.03,1.87,22.99,0.31,0.1,0.31,5.2,1.87,0.21,0,1.04,0.21,1.14,1.98
22Month,0,0.55,0.55,12.44,0.41,0,0,1.64,1.37,0.14,10.66,0.27,0.27,2.46,0.27,0.68,0.41,2.46,0,0.14,1.23,0,3.55,0.14,13.39,0,0,0,4.65,3.96,0,0,0.55,0,0,0.41
