stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,12,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,5,64,0,0,0,0,43,1457,1,0,2,0,0,1,0,0,0,0,0,0
72hpf,73,11.56,0,8.17,2.82,15.22,0,0,0,0,0,0,0,0.56,0,2.25,0,2.54,20.86,3.66,56.65,0,1.13,3.38,2.25,1195.88,386.13,0.28,2.82,42.56,0.28,0,91.04,0.28,1.13,15.78,0,0,0
21Day,67.71,2.96,0.37,14.8,0,18.5,0,1.85,0,0,0.74,0.37,0,1.11,0,21.09,2.96,1.48,9.25,4.81,61.79,0,0.37,15.17,0,431.77,103.97,0.37,9.25,6.29,17.39,0.37,18.5,2.96,5.55,3.33,0,0,3.33
3Month,1.25,4.37,0,2.91,0,0,0.21,0.21,0.62,0.62,0.94,0.21,0,5.3,1.66,13.52,1.56,0.21,0.73,1.98,18.62,0.94,0,2.81,6.45,3.43,2.18,0.1,6.66,0,0.42,7.7,0.31,0,0,0.52,0.94,2.18,1.56
22Month,0.68,2.05,0,3.01,0,0,0.27,0,0.55,0.27,1.5,6.83,0,14.89,0.82,18.99,2.19,0.27,0,3.83,19.81,0.96,0.55,1.64,0.27,4.1,0.96,0.27,0.55,0,0.14,7.24,1.91,0.41,0,0.14,0,0,1.09
