stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,6.48,1.41,0,4.51,0.85,5.92,0,0,0,0,0,0,0,0,0,1.13,7.05,0.56,6.48,0,0.28,0.28,0,744.92,14.37,0.56,1.13,0,8.74,0.28,0,5.36,0,1.13,0.85,0,0,0
21Day,3.33,0.37,0.74,5.92,0.74,7.77,1.11,0,0,0,0,1.48,0,2.59,1.85,0.37,4.07,1.11,13.69,0,0,0.74,0,306.72,4.44,7.4,0.74,0,11.1,7.4,0,1.48,2.22,2.96,0.37,0,0,2.96
3Month,0.1,0.21,0.42,3.64,0.21,0,0.21,0.62,0.62,0,0,20.18,0.94,0.1,2.18,0.21,0.94,0.52,2.08,0.42,0,0.52,0.62,5.2,0,20.28,0,0,0,0.31,18.62,0.1,0,0,0,0.42,2.91,0.42
22Month,0,0,0.14,2.46,0,0,0,0.41,0.41,0.14,0,22.55,0.14,0.41,2.87,0,0.14,0.96,0.96,0,0.68,0,0,4.37,0,12.44,0,0.14,0,0.14,7.11,1.5,0.14,0,0,0,0,0
