stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,15,0,1,0,2,0,1,0,0,0,0,0,1,1,66,8,0,0,0,2,69,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,3.95,0.28,0,0,0.85,0,0.85,0,0,0,1.41,0,0.28,7.89,1.13,4.79,0,0,0,22.55,9.86,0,0.28,2.82,0,0,1.13,0,0,0.56,0,0,0
21Day,1.48,0.37,0.37,13.32,0.37,1.11,0,5.18,0,4.81,0,0.37,2.22,14.8,0,0.74,9.99,5.55,2.22,0,0,0.37,9.62,5.18,0.37,0.37,2.22,0,0,1.48,0.74,1.11,1.11,0.37,0,5.92
3Month,0,0.31,0,4.89,0,0,0.1,1.66,0.42,7.8,0,1.25,10.92,0.62,0.31,0.31,8.53,2.08,0.94,0.1,0,0,0,0,0,0,0,0.62,2.81,0.1,0,0,0,3.22,0.62,4.47
22Month,0,0.27,0,1.23,0,0,0.27,0.82,0,17.35,0.14,1.78,5.19,1.37,0.14,0,1.5,3.01,0.14,0,0.41,0,0.27,0,0.14,0,0,0.14,0,0,0,0,0,0,0,1.5
