stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,27,0,33,0,0,0,0,0,0,0,0,2,0,0,0,0,2,7,11,44,0,0,0,0,11,79,0,0,0,4,0,0,0,0,1,0,0,0
72hpf,0.56,6.2,0,7.05,0,1.13,0,0,0,0,0,0,0,0,0,0.56,0,11.84,18.04,0.28,9.3,0,0,0,0,6.2,7.33,0,0,0,9.02,0,0,3.95,0,0.85,0,0,0
21Day,1.85,1.85,1.48,14.43,0,2.22,0,0,0,0.37,2.22,0,0,0.74,0.37,12.58,7.03,1.85,7.4,2.96,23.68,0,0,4.44,0,4.44,3.7,0.37,0,0,7.77,1.85,0.37,1.11,0.37,0.37,0,0,10.36
3Month,0.21,3.85,8.43,55.44,0.1,0,0.94,0,0.1,22.36,17.37,0.1,0,45.14,19.35,1.25,215.52,5.2,11.75,3.43,12.27,3.43,0.1,2.18,1.46,0.83,0.62,1.35,0.83,0,0.83,2.39,6.03,0.31,0,0.21,1.66,3.02,15.71
22Month,0,5.06,6.97,21.32,0,0,1.09,0.55,0,10.8,12.71,7.93,0,154.96,8.2,0.82,154.41,2.19,3.55,8.34,24.6,1.09,1.5,1.5,0.14,0.55,0,1.37,0.55,1.37,0.55,0.55,3.42,0.82,0.27,0,0,0,17.63
