stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0.28,6.48,0.28,0,0,0,0,0,3.66,0.85,0.28,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.85,0,0,4.07,24.42,1.11,0,0,0,0,0,0,0,0,0,0.37,0.37,1.48,7.77,0,1.11,0,0,0.37,0,3.7,1.48,0,0,0,1.11,1.11,0,0,0,0,0,0,0.37
3Month,0,0.1,0.52,7.8,4.68,0,0.1,0,0,1.46,0.62,0,0,4.06,1.04,0.21,1.14,8.95,2.39,3.74,1.77,0.42,0,0.52,0.31,8.32,0,0.1,0.1,0,0,0.52,2.18,0,0,0,0.42,0.83,0.94
22Month,0.14,2.6,1.78,12.03,1.78,0,0.14,0.14,0.14,1.5,9.57,1.5,0,45.09,1.09,0.14,4.65,1.37,2.05,12.71,3.42,0.14,1.23,1.91,0.14,3.96,0,0.68,0.14,0.27,0.27,0.14,0.96,0.14,0.14,0.14,0.14,0,1.09
