stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,10.43,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,0.28,1.41,0,0,0,0,1.13,0.85,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0,1.85,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0,0.37,4.44,0,0,0.37,0,0.37,1.11,0,0.37,0.74,0,0,0.37,0.74,1.48,5.18,0,0
3Month,0.31,19.14,0.83,13.11,0,0.73,0.31,0.1,2.5,3.95,0.21,12.48,4.99,0.42,8.95,1.87,5.72,4.78,6.76,1.14,0,1.25,1.35,0.83,0.42,1.04,0.62,0.1,2.6,28.5,0.62,0,0.31,406.39,12.69,4.99
22Month,0,13.66,0,0.82,0,0.14,0.14,0.14,0,1.78,0.55,8.34,0.14,0,1.37,0.14,0.27,1.37,2.87,0.14,0.82,0.27,0,0.14,0,0.27,0.14,0,0.14,2.19,0.14,0,0,74.75,0,0.14
