stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,3.1,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,4.23,0.28,2.54,0,0,0.28,0,3.95,1.69,0,0,0,3.66,0.28,0.85,0,0,0.28,0,0,0
21Day,0.37,1.11,1.11,17.02,0,0.37,0,0,0,0.74,0,0,0,0,1.11,0.74,0.37,7.4,2.96,13.69,0,0,1.48,0,2.59,1.85,0.37,0,0,4.44,0.74,0,0.37,0.37,0,0,0,0
3Month,0.31,2.29,2.18,53.46,0.1,0,0.1,0.94,0.1,17.99,2.29,0.1,9.05,1.66,0.94,46.5,2.7,18.41,12.79,11.03,1.98,0,6.87,1.14,2.29,0,2.91,0.52,0,0.83,0.73,3.54,0.1,0,0,3.95,4.37,4.68
22Month,0,3.69,0.96,22.41,0,0,0.41,0.14,0,8.2,3.01,5.74,16.4,1.64,1.5,32.11,0.41,3.96,12.71,10.8,0.55,1.64,4.37,0,1.09,0,3.01,0.27,0.41,0.55,0.27,3.83,0.41,0,0,0.68,0,2.05
