stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Radial_glia,T_cell
24hpf,0,0,1,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,2.82,1.13,0,0,0,0,0.56,123.73,0,0.56,0,0,4.23,2.82,0.85,0,0.56,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0
3Month,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1
22Month,0,0.14,0,0,0.14,1.09,0.14,0.14,0,0,0.14,0.27,0,0,0,0,0,0.14,0,0.14
