stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0.85,0,0.85,3.38,1.41,0.56,0,0.28,0,0.28,0.85,1.41,0,0,1.97,0,0,0,0,0,0,0
21Day,0.74,0,0,6.66,0.37,0.74,0,0,0,0,0.37,0,0.37,0,2.22,0.74,0.37,2.96,2.59,3.7,0,0,0.37,0,0.74,0.74,0,0,1.48,0.37,0,0.37,0,0,0,0.74
3Month,0,0.62,0.31,13,0.73,0,0.42,0.1,0.21,2.39,15.71,0,10.61,5.3,0.52,33.91,0.83,4.78,5.62,2.08,0.31,0.21,0.83,2.5,1.98,0.1,1.87,1.35,0.62,0.62,0.42,0,0,1.35,0.42,5.41
22Month,0,0.41,1.23,5.06,0.14,0,0.27,0,0,2.19,25.01,1.5,25.14,2.6,0.82,38.54,0.27,1.78,9.02,2.05,0.14,0.41,0,0.55,0.82,0,0.96,1.23,0,0,0.27,0,0.14,0.14,0,0.96
