stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.1,0,0,0,0,0,0.28,0,0,0,0,14.37,0,0,0,0,0,0,1.69,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0,0,27.38,0.74,0,0,0,0,0,0,1.11,0.37,1.48,45.88,1.48,1.85,0,0,0.37,0,1.48,1.48,0,0,1.48,0.37,0,0.37,0.37,0,0,0,0.37
3Month,0,0,0.1,25.69,0,0.1,0.1,0.42,0,8.53,0.73,0.1,0.94,0.94,3.12,5.51,0.83,0.31,0.1,0.62,0.42,0.83,0,0.21,0,0.1,0.21,3.64,0,0,0,0.21,0.31,0.94
22Month,0.14,0.27,0.41,2.19,0,0.27,0,0.14,0.14,15.99,0.14,0,0.96,0,0.41,0.41,0.27,0,0.27,0.14,0,0.14,0,0.14,0.68,0,0,1.5,0,0,0.14,0,0.14,0
