stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.41,0,1.69,0.28,1.13,0,0,0,0,0,0,0,1.41,4.51,0.85,4.51,0.28,0.28,0,42.28,13.81,0,0.28,6.2,0.28,0.28,1.41,21.7,45.38,0.28,0,0
21Day,28.49,5.18,4.44,99.53,3.7,50.69,12.58,1.85,3.33,21.46,1.11,23.31,9.62,6.29,58.09,17.39,129.13,0.37,14.43,1.48,130.24,61.05,1.48,4.07,46.62,32.93,1.48,11.1,88.43,331.51,2.96,0.37,12.95
3Month,0,0,0,0.52,0,0,0,0,0,0.21,0,0,0,0,1.04,0.1,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0
22Month,0,0,0,0.14,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0
