stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
3Month,0.42,0,1.87,0.1,0.1,0.62,0.21,0,3.85,0.31,0,0.94,0.52,0.31,0.31,0.31,0.1,0,0.31,0.31,0.1,0.1,0.42,0.31,0.52,0.21,0,0.1,0.31,0.21,0.21
22Month,0.68,0.14,0.82,0,0,0.41,0.27,0.41,5.19,0.41,0.27,0.96,0.14,0.14,0.68,1.09,0,0.27,0.14,0,0,0,0,0.14,0,0.14,0.14,0,0.14,0,0.27
