stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.85,0.28,1.97,0,0,0,0,0,0,0,0,0,0,1.13,0,0.85,0,0,0,0.28,6.76,1.69,0,0,0,0.85,0,0,0.28,0,0,0,0
21Day,0,0,0,1.11,0.37,0.37,0,0,0,0,0,0,0,0.37,0,0.37,0,1.11,0.74,0,0,0,0,1.48,0.37,0,0,0,0.74,0,0,0.37,0,0,0,0
3Month,0.1,0.94,0.31,9.67,0,0,0.1,0.1,2.18,3.02,0.31,40.98,2.5,0.21,3.54,1.14,4.16,5.51,2.91,0.21,0,1.25,0.62,0.62,0.31,1.25,0.21,0,0,1.25,2.39,0.1,0.1,0.42,6.35,1.46
22Month,0,0.55,0.14,1.09,0,0,0.41,0,0.55,2.6,0.68,35.53,1.64,0.14,1.91,0,0.14,3.96,0.82,0,0.55,0.14,0.14,0.55,0,0.82,0,0.14,0,0,0.14,0.27,0,0,0,0.55
