stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,1.97,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0,0
21Day,1.11,0.37,0,9.25,0.37,2.22,0,0,0,0,0.37,0.74,0.37,0,0.37,0,1.48,41.07,1.11,2.22,0,0,0,0,3.7,2.22,0.74,0.37,0,1.11,1.48,0,0.37,0,0.37,0,0,0,0.37
3Month,1.66,22.36,6.45,294.26,0.1,0,2.08,0.42,0.1,396.82,24.96,2.18,74.89,54.09,3.74,604.03,7.18,25.9,59.08,35.16,9.57,0.42,82.07,4.68,8.53,0.83,57.63,1.98,0,0.94,5.82,0.1,25.59,0.83,0.21,0.21,5.3,11.96,47.02
22Month,1.09,81.85,21.04,159.88,0.41,0,4.1,0.41,0.55,121.48,27.74,11.75,74.47,7.52,13.53,260.04,3.69,36.76,75.29,211.53,2.73,3.55,19.81,0.27,13.53,0.82,19.68,2.87,0.55,0.68,1.37,0,15.44,2.19,0.27,0.14,0.68,0.14,11.75
