stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,23,2,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.97,0,11.56,0,0.56,0,0.28,0,0,0,0,0,0,0,0.85,9.3,0,24.24,0,0.56,0,0,51.86,9.86,0.85,0,0,20.29,0,0,0.56,0,0,0.85,0,0,0
21Day,0.37,1.85,0,4.44,0.37,2.22,0,0.37,0,0,0,1.11,0,0.74,0.37,0,1.11,0.37,10.73,0,0,1.48,0,30.71,4.44,0,0.37,0,9.25,0.74,0.74,0.74,0.74,0.37,0.37,0,0,0
3Month,0,3.64,0.42,12.48,0.21,0,0.31,0,0.1,1.25,0.52,40.46,0.52,0.21,7.39,1.77,5.51,0.83,8.01,2.29,0.21,0.52,1.56,6.45,0.1,3.95,0.52,0,0.31,1.25,25.38,0,0,0,0.21,0.73,8.11,3.12
22Month,0,13.12,0,0.55,0,0,0,0.14,0,0.55,0.27,3.96,0,0,0.14,0.14,0.14,0.14,0.96,0.14,0.27,0,0,7.93,0.14,2.87,0.14,0.41,0,0.14,4.65,0.14,0,0,0,0,0,0.27
