stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,4,0,32,1,2,0,0,0,1,0,2,0,0,0,1,4,9,9,25,0,0,0,0,19,341,2,0,0,3,0,0,0,0,0,0,3,0,0,0
72hpf,8.46,3.66,0.28,14.94,3.95,38.33,0,0.85,0,0.85,0,0,0,0,2.54,0,8.74,28.75,3.38,13.53,0,0.28,1.41,0,706.03,187.71,1.13,4.51,0,23.68,0,0,0,22.83,0.85,0.56,1.41,0,0,0
21Day,11.1,1.48,1.11,40.7,1.11,30.34,0,16.28,0.74,1.85,0,0,0.74,1.85,29.23,8.14,3.33,11.1,9.25,21.46,0,0,2.96,0,204.97,81.77,1.11,2.22,0,10.36,9.25,0,1.85,10.36,3.33,5.55,1.48,0,0,22.2
3Month,0.1,1.14,0.42,17.89,0.42,0,0.1,0.62,5.93,7.39,0.1,0,8.74,26.42,1.66,5.93,2.39,3.22,5.93,4.06,0.42,0,1.87,1.14,2.39,0.52,1.77,0.94,0,0,0.83,0.1,57.52,0.94,0,0,0,2.08,3.74,25.69
22Month,0,3.01,0.96,8.2,0.27,0,0.27,1.78,2.05,15.85,1.5,0,23.5,11.07,3.28,9.29,0.55,0.68,7.38,2.73,0.14,0.55,1.23,0,2.73,0.27,1.37,1.78,0.41,0,0.14,0,6.29,2.6,0.68,0,0,0.14,0,12.3
