stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,2,130,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,8.17,1.41,0,9.86,0.85,8.17,0,0,0,0,0,0,0.28,0,5.64,21.7,0.85,14.09,0,1.13,0.56,1.41,700.96,392.05,0.56,15.78,21.98,0.28,0.56,381.34,21.7,14.37,2.25,0,0,0
21Day,4.81,0.37,0,16.28,0,11.1,2.96,0.74,0,0,1.85,0,3.33,1.48,1.11,42.92,2.59,11.1,0,0,0.74,0.37,158.72,91.02,0.37,5.92,4.07,10.36,2.96,169.82,17.76,5.92,1.11,0,0,1.48
3Month,0.94,0.21,0.1,3.54,0.1,0,0.1,0.21,0.42,0.1,2.08,0.52,0.1,1.14,0.31,0.73,0.31,3.64,0.1,0,0.1,0.21,4.99,1.98,1.66,0.42,0,0.31,14.46,4.16,0.31,0.1,0.1,0.21,4.06,0.52
22Month,0,0.27,0,1.23,0,0,0,0.27,0.82,0.41,6.83,0.27,0.14,0.82,0,0.27,0.82,7.24,0,0.27,0.41,0,2.19,0.55,1.23,0.68,0,0,10.52,3.28,3.83,0,0,0.14,0,0.41
