stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,12.97,0.85,0,0.56,0,0,0,0,0.56,0,0,0.28,77.51,1.97,0.56,3.66,0,13.25,0.85,1.13,12.12,7.33,0.56,0,0,3.95,1.13,0,0,0.28,0,0,0.28,0,0,0
21Day,2.22,0.74,5.18,35.89,5.18,0,1.11,0,0,0,0,51.8,0.37,3.33,135.79,2.96,8.51,1.85,11.1,0,1.48,2.59,0.37,11.84,5.92,1.85,0.37,0,4.81,14.06,0,0.74,2.22,0.37,2.22,0.37,0,0,1.85
3Month,0.31,1.66,5.2,55.75,0,2.29,0,14.56,3.22,0.1,0,390.38,4.89,0.1,273.46,3.95,7.8,4.68,6.45,1.04,0.31,2.5,2.39,0.52,0.1,3.54,0.52,0,0.1,7.8,0.1,4.68,0.1,0.1,0,0,1.56,2.39,4.06
22Month,0.55,3.42,12.57,50.7,0,0.55,0.27,15.71,5.74,3.96,0,872.1,2.73,0.96,260.45,0.82,3.28,3.69,3.55,0,11.07,3.96,0,0.41,0.14,3.42,1.5,1.37,0.14,1.78,0,1.78,0.41,1.23,0,0,0.41,0,1.23
