stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,13,2,7,33,0,0,0,6,8,251,1,0,3,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.56,0,6.48,2.82,0.85,0,0,0,0,0,0,0,0,0.28,0,1.41,5.92,6.48,2.54,0,0,0,0.28,48.76,23.68,0,0.28,3.38,0,0,0,32.13,4.51,2.82,0.56,0,0,0
21Day,0.37,0,0.37,7.4,1.48,1.11,0,0,0,0,0,0,0,0,0.37,0,0.74,4.44,1.48,4.07,0,0,1.48,0.37,13.32,9.25,1.11,0.37,0.74,1.11,0,0,2.96,0.74,0.74,0,0,0,1.48
3Month,0,0.83,0.73,43.38,0.94,0,0.52,0,0.1,0.62,1.98,0.1,3.74,2.5,0.73,1.56,9.57,3.64,3.95,5.62,1.87,0.1,0.52,2.08,13.21,1.66,7.39,0.42,0.52,0.62,0.1,17.37,1.25,0,0,0.42,2.6,56.07,0.83
22Month,0,0.41,0.27,12.57,0.41,0,0,0.14,0,0.55,0.14,0.41,1.23,0.41,0.55,0.27,1.37,0.68,1.5,4.65,0.41,0.14,0.14,0,2.05,0.82,1.78,0.14,0,0,0,1.64,0.55,0.14,0,0.41,0.14,0.27,0
