stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,4,0,9,1,1,0,0,0,0,0,1,0,0,0,0,1,3,4,17,0,0,0,0,4,70,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,1.97,1.41,0.56,0,0,0,0,0,0,0,0,0,0,3.38,5.36,0.85,3.38,0,0.56,0.28,0.28,12.68,9.02,0.28,0.28,1.41,0,0,2.54,0,0.28,0,0,0,0
21Day,2.22,1.48,0.37,23.31,0.74,2.22,0,1.48,0.74,0.37,0,0,1.11,0.37,1.11,1.85,0.74,5.18,0.37,9.62,0,0,1.11,0,2.96,2.22,0,0,3.33,0.74,0,0,0,0.37,0.37,0,0,0.37
3Month,0,2.18,0.1,8.11,0,0,0.1,0.21,1.35,0.31,0,0,16.75,1.25,0,7.39,0.83,3.12,1.04,2.29,0.21,0,0.31,0.52,0.31,0.1,0.21,0.1,0,0.42,4.16,0.21,0,0,0,0.1,0.1,0.73
22Month,0,1.91,1.09,2.87,0.14,0,0.27,0,1.09,0.96,1.23,0,28.7,0.27,0.55,6.56,0.14,0.68,1.09,1.5,0.27,0.68,0.27,0.14,0.27,0.14,0,0,0.14,0.27,0.96,0.27,0.55,0,0,0,0,0.55
