stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61,26,0,165,5,2,0,1,0,1,0,24,1,0,0,1,18,63,72,318,0,1,0,2,365,9375,17,0,0,27,0,0,1,0,0,6,0,0,0
72hpf,221.53,49.61,0,171.08,33.26,236.75,0,3.1,0,5.36,0.28,1.13,1.69,0,8.46,0.85,74.13,441.94,42,370.07,0,22.83,13.81,3.95,13408.08,3331.16,13.81,96.11,0,447.29,9.58,0.56,365.84,12.97,13.53,35.23,0,0,0
21Day,79.92,8.51,9.62,175.37,4.81,152.43,0,19.24,1.11,10.73,0.37,0,25.53,5.55,48.47,26.27,12.58,95.46,33.67,189.8,0,0.37,21.46,0.74,3537.07,1116.25,3.33,83.99,0,81.03,120.62,2.22,80.29,14.06,50.69,12.21,0.74,0,29.23
3Month,0.21,0.62,0.83,8.63,0.21,0,0.1,0.21,0.83,2.6,0,0,7.07,2.7,0,2.6,0.73,1.46,1.87,4.26,1.25,0.1,0.31,0.52,128.88,17.06,2.39,53.15,0,0.21,0.42,2.08,1.25,0.1,0,0.1,0.73,0.83,1.66
22Month,0,1.09,0.27,4.1,0.14,0,0,0.14,0.27,4.92,0.68,0,27.88,0.82,0.41,1.91,0.27,0.96,2.73,3.96,0.14,1.09,0.27,0,86.36,6.42,3.28,90.87,0.27,0.27,0.55,2.32,6.83,0.41,0,0,0.55,0,1.09
