stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0.85,0,0.28,0,1.41,0,0,0,0,0,0,0,0,0.56,1.97,0,14.66,0,0.28,1.13,0.28,8.17,12.12,0,0.28,13.25,0.28,0,1.97,0,0.28,0.56,0,0,0
21Day,4.07,1.11,0,2.22,0,0.37,0,0,0,0,0.37,0,0,0.37,0.37,1.48,0.74,18.5,0,0,9.25,0,2.96,3.7,0.74,0.74,8.51,0.74,0.37,1.48,0.37,1.11,0.37,0,0,0.37
3Month,0,1.66,0.21,2.6,0,0,0.1,0.42,0.31,0,24.86,0.31,0,1.14,0.52,0.73,0.52,6.66,1.35,0.21,2.08,0.62,0.1,0.1,0.21,0.52,0.62,1.14,5.2,0.21,0,0,0.1,11.44,2.91,0.31
22Month,0.41,3.28,0.27,2.6,0.14,0,0.14,0.27,0.96,2.05,32.11,0.41,0.27,1.23,0.27,0.41,0.41,5.6,0.27,0.55,0.96,0,0.14,0.14,0.41,0.27,0.68,0,0.82,0,0,0,0,1.23,0,0
