stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,0.56,0,0,0,0,0,0,0,0,0,1.41,0,0,0.85,0,0.28,0,0,7.89,3.1,0.28,0,0,1.13,0.28,0,0,0,0.28,0,0,0
21Day,0,0,0,5.55,0,0.37,0,0,0,0,0,0,0,0.74,0,1.48,0,0.37,0,0,0,0,4.44,0.37,0,0.74,0,0,0.37,0,0.37,0,1.11,0,0,0
3Month,0.1,0.1,1.87,9.15,0.1,0,0,5.41,0.42,0,4.37,0.62,0.21,15.81,0.31,1.14,0.73,1.14,0.1,0,1.46,2.29,0.1,0,1.87,0,0,0,0.42,23.61,0.1,0,0,0.31,8.95,0.42
22Month,0,0,1.78,1.09,0,0,0.14,1.37,0.27,0.82,4.65,0,0,10.25,0,0,0,0.41,0,0.27,0.27,0,0.41,0.14,0.27,0,0.14,0,0.14,3.83,0.14,0.41,0,0,0,0.27
