stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.97,0.56,0,0,0,0,0,0,0.85,0,0,0,0
21Day,0,0,0.37,2.59,0.37,3.33,0,1.48,0,0.37,0,0,0,1.85,0,0,0.37,0.37,0,0,0,2.22,0,0.37,0,0,0.37,0.37,0,0.37,0,0,0,0.74
3Month,0.1,0.21,0.1,8.01,0.21,0,0,0.42,1.56,2.29,0.1,1.04,6.55,0.21,1.04,0.31,1.66,1.04,1.14,0,0.83,0.42,0,0.94,0.1,0,0,0.21,1.46,0.21,0,0.94,3.64,2.91
22Month,0,0.41,0,1.64,0,0,0.14,0,0.14,1.09,0.41,3.83,2.6,0.55,0.82,0,0.41,0.82,0.68,0.41,0.14,0,0,0.68,0,0.14,0,0,1.37,0.27,0.27,0,0,1.37
