stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,5,2,9,0,0,0,0,1,95,1,0,2,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,1.97,0,0.28,0.28,0,21.7,9.86,0.28,0,2.82,0,0,1.13,0,0,0,0,0
21Day,1.11,0,0,2.59,0.37,1.85,0,1.11,0,0,0,0,0.37,0,2.22,0.37,0.74,0,0.37,4.81,0,0,0,0,5.18,3.7,0,0.37,2.22,0.37,0.37,0.74,0.37,0.37,0,0,0.74
3Month,0.1,0.94,0.31,10.51,0,0,0.1,0.1,0.83,1.46,0,0,8.32,1.77,0.83,2.6,0.94,3.74,2.08,3.85,0.73,0,0.62,0.42,0.83,0.21,0.62,0.42,0.1,0.62,6.14,0,0,0.1,1.35,2.08,1.25
22Month,0,0.96,0.27,1.78,0,0,0.14,0,0.41,0.55,0.14,0,5.74,0.41,0.14,3.14,0.14,0.41,1.09,1.91,0,0.41,0,0.14,0,0.27,0.14,0.41,0,0,0.82,0.27,0,0,0,0,0.41
