stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,230,23,0,0,0,0,5,200,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,4.51,2.25,0,4.51,0.85,0.56,0,0,0,0,0,0,0,0.28,0,0.56,8.17,50.73,8.17,0,0,0,0.28,78.64,83.71,0,1.13,0,7.61,0,0,23.96,3.1,1.41,6.2,0,0,0
21Day,22.2,2.96,0,65.86,0.74,8.51,0,1.11,0,0,0,2.22,0.37,8.14,1.48,1.85,11.47,65.86,81.77,0,0.37,34.41,0,21.46,79.92,0,2.22,0,92.13,5.18,0.37,6.66,1.11,2.96,1.11,0,0,1.48
3Month,0.94,9.15,0.52,21.74,0,0,0.52,0.1,1.66,2.91,0.21,110.88,3.12,1.04,32.25,1.87,6.45,211.36,22.16,4.99,0.62,4.78,2.91,0.42,0.62,0.52,1.87,0,0.73,3.33,28.81,0,0,0,0.52,0.94,8.11,4.16
22Month,0.68,16.94,1.09,23.37,0.14,0,0.96,0.14,1.37,4.51,3.69,102.35,1.5,2.6,38.13,1.23,5.74,245.83,28.01,0.14,6.42,4.92,1.23,0.68,0.14,0.96,2.46,0.41,1.64,0.68,6.83,0.41,0.27,0,0.41,0,0,3.14
