stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,15,0,0,0,0,3,108,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,3.95,1.13,0,3.66,0.56,2.25,0,1.13,0,0,0,0,0,0,0.28,0,2.25,5.36,1.41,10.15,0,2.82,0.28,0,18.32,33.54,0.28,0.28,0,9.02,0,0,1.69,0,0.28,0,0,0
21Day,3.33,0.74,0.37,17.02,0.74,6.29,0,7.4,0,0,0.37,0,1.85,0,5.92,0.74,0,4.81,5.55,18.13,0,0,1.85,0,5.18,11.1,0.37,0.37,0,5.55,1.11,0.37,1.11,1.48,0,0,0,3.7
3Month,0,0.31,0.1,5.51,0,0,0.31,0.1,0,0.73,2.91,0,8.43,6.24,0.21,2.08,0.31,1.14,2.29,1.77,0.31,0.1,0.1,0.21,0.1,0,0.1,0.1,0,0.1,0,7.91,0,0,0,0.83,3.12,2.18
22Month,0,1.09,0.14,3.96,0,0,0,0,0.14,0.55,4.51,1.5,20.36,2.32,1.09,3.42,0,0.82,2.32,0.55,0.14,0.82,0.55,0,0.14,0.27,0,0.27,0.27,0,0,1.78,0.41,0,0,0.14,0,0.41
