stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.28,9.58,3.38,5.36,0,0.28,0,0,5.92,1.69,0.28,0,3.1,0,1.69,0,0,0,0,0,0
21Day,1.48,2.22,1.48,31.45,0.74,4.44,0,2.96,0,0,1.11,0.37,3.7,0,6.66,6.66,0.37,14.43,14.43,22.57,0,0,1.85,0,5.55,1.48,1.11,0,3.7,1.85,3.7,0.37,0.37,0.74,0.37,0,6.29
3Month,0.31,4.26,1.35,46.81,0.42,0,0.52,1.35,0.21,8.74,11.34,0.1,84.05,15.6,3.64,27.56,4.06,11.55,20.7,11.03,2.18,0,6.03,2.81,1.46,0.21,1.87,0.42,0.52,1.98,26.63,0.52,0.21,0.21,3.64,5.93,18.83
22Month,0.27,5.74,1.5,15.03,0.14,0,0.41,0.68,0,6.01,17.22,2.19,85.54,3.42,5.6,23.78,1.23,3.83,19.4,9.16,0.27,2.05,1.91,0,0.68,0.55,1.91,0.55,1.37,0.27,20.91,0.41,0.27,0.27,0.68,0,8.2
