stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,9,0,42,3,1,0,0,0,0,0,0,3,1,0,0,0,6,18,29,94,0,0,0,0,50,1311,0,0,0,8,0,0,0,0,0,0,3,0,0,0
72hpf,23.39,7.61,0,27.9,7.89,14.37,0,1.97,0,0,0.56,0,0,0.56,0,5.36,0,18.32,51.58,4.79,85.68,0,7.61,3.1,1.69,666.29,464.49,1.69,3.66,0,52.71,1.97,0,1.41,26.21,8.74,5.07,8.17,0,0,0
21Day,34.04,8.51,4.07,82.88,4.07,109.15,0,52.54,0,1.48,3.7,0,0,4.81,1.85,41.07,10.36,7.03,18.87,21.46,138.01,0,0.37,14.43,0.37,222.73,175,1.85,5.92,0,45.51,17.02,0,13.69,28.49,8.51,17.02,8.14,0,0,11.84
3Month,1.66,10.61,4.06,112.23,1.66,0,3.33,5.3,0.52,19.97,31.83,0.42,0,123.36,24.13,7.49,84.98,13.31,41.5,31.41,48.37,8.43,0.52,9.99,10.71,13.42,4.06,9.47,5.82,0,2.91,11.34,0.1,807.8,2.39,0.1,0,1.77,24.44,106.41,32.45
22Month,0.82,10.93,2.87,26.65,0.55,0,1.64,2.46,0.14,7.38,45.09,8.2,0,173.13,13.39,16.94,69.96,1.5,6.7,32.11,28.56,1.09,6.01,5.33,0.55,5.6,0.82,5.33,8.34,7.11,2.6,1.23,0,100.16,2.6,5.19,0,0.27,1.23,0.14,6.15
