stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,78.35,0,0.28,0,0.85,0,0.28,0,0,0,0,0,0,0,0,1.41,0,2.82,0,0,0,0,5.07,2.54,0,0,0.85,0,0,0.28,0,0,0,0
21Day,0.74,48.47,0,10.73,0,0.74,0,1.85,0,0,0,0,0,0.74,0,0,0.37,0.37,4.07,0,0,0.37,0,1.85,1.85,0,0,1.11,0.37,0,0.37,0.37,0,0,0
3Month,0.1,180.78,0.62,32.35,0.1,0,0.1,6.14,1.56,2.29,0.1,7.8,4.37,0.21,3.33,0.73,3.22,2.91,24.34,1.77,0,3.43,1.04,0.83,0.21,0.1,0.1,0.83,1.66,2.7,0,0.1,20.7,0.83,1.04
22Month,0,185.02,0.27,14.48,0,0,0.55,2.32,0.27,2.6,11.48,12.16,1.5,0.55,1.91,0,0.55,1.91,29.93,0.14,0.55,0.68,0.27,0,0,0.41,0.41,0.14,0.55,0.14,0.14,0,1.5,0,0.55
