stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0.74,1.48,0.37,0,0.37,0,0.74,0,0,0.37,7.03,0.37,0,3.33,5.92,0,0,0.37,0,0,0.37,0.74,0,0,0,0,0,0.37,0,0,0,2.59
3Month,0,0.83,1.66,16.75,0,0.83,0.31,9.99,30.48,0,4.47,11.44,2.18,30.79,0.21,1.87,18.62,1.98,0.21,0,8.22,0.21,0.21,0.21,0.94,0.31,0,0.94,1.56,0.1,0,0.94,1.25,28.5
22Month,0.14,1.5,3.69,7.24,0,1.23,0.14,8.2,45.78,0.14,9.29,16.12,4.92,89.1,0.27,1.37,46.05,1.91,0,0.55,2.73,0,0,0,0.27,0.14,0.14,0.96,0.14,0,0.27,0.14,0,18.31
