stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Granulocyte,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neurosecretory_cell,Osteoblast,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0.74,4.07,1.11,0,0,0,0
3Month,0,0,0,0,0.1,0,0.21,0,0.21,0,0.21,0,0,0.1,0,0.1,0.73
22Month,0.14,0.14,0.14,0.14,0.14,0.14,1.37,0.14,0,0.41,0.27,0.14,0,0,0,0,0.41
