stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,16,0,83,6,2,0,0,0,2,0,3,0,0,0,0,17,80,68,207,0,0,0,0,35,1515,0,0,0,34,0,0,0,3,0,0,13,0,0,0
72hpf,10.71,4.51,0,15.5,2.54,12.68,0,2.54,0,0.56,0,0,0.28,0,2.54,0,14.37,29.88,3.38,70.18,0,4.79,1.13,0.85,108.79,342.73,0.28,1.13,0,42.28,1.69,0,1.13,19.45,0.85,0.28,2.82,0,0,0
21Day,18.87,1.48,0.74,31.82,0.37,102.12,0,34.78,0,0.74,0,0,1.48,0,14.8,1.11,1.48,6.29,2.96,31.45,0,0,1.85,0,27.38,95.09,0,2.59,0,19.24,7.03,0,4.07,6.66,0.74,1.85,0.74,0.74,0,6.66
3Month,0.31,0.42,0.83,17.99,0,0,0.42,1.77,1.25,4.99,0,0,21.64,6.55,1.98,4.99,1.04,2.7,6.35,6.45,1.46,0.1,0.52,0.94,0.62,1.25,0.42,0.73,0,0.31,1.98,0.1,153.74,0.73,0,0,0,1.87,132.1,9.47
22Month,0,1.91,2.19,6.01,0,0,0.82,2.87,0.96,12.03,2.19,0,42.36,3.14,6.01,8.61,0.14,1.37,10.93,5.19,0.27,1.5,0.41,0.14,0.27,0.55,0.41,0.55,2.73,0.41,0.14,0,16.81,0.68,0.14,0,0,0.14,0.14,2.6
