stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,5,0,17,2,0,0,0,0,0,0,0,0,0,0,1,10,38,27,0,0,0,0,15,227,0,0,0,1,0,0,0,0,2,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.41,0.56,0,0,0,0,0,0,3.66,2.54,0,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0.37,0.74,0.37,0,2.96,0,0,0,0,1.11,0,0.74,0.74,0,0.37,0,1.11,0,0,0,0,1.11,2.96,0,0,0,0.37,0,0.37,0,0.74,0,0,0,0
3Month,0.21,1.87,1.14,17.58,0,0.83,0.1,0.1,2.6,7.07,0,22.16,5.2,0.62,8.32,1.56,5.93,6.14,5.2,0.52,0.21,1.14,1.77,1.04,0.73,0.83,0.42,0,0.1,3.02,79.89,0.1,0,0,4.89,5.51,5.3
22Month,0.14,0.55,0.41,4.51,0,0.41,0.27,0,0.82,6.01,1.09,55.62,0.68,3.01,6.29,0.55,0.82,5.74,1.64,0,5.06,0.68,0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,5.88,0.14,0.41,0,0.41,0,0.55
