stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,47,3,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,129,25,0,0,0,0,18,622,0,0,0,1,0,0,1,0,0,1,0,0,0
72hpf,44.25,4.23,0,10.71,2.82,16.35,0,0.56,0,0,1.13,0,0,0,0,1.69,0,3.95,30.44,71.87,32.69,0,1.13,1.13,0,2080.04,602.31,5.07,5.92,0,32.69,0.85,0.28,51.3,1.41,2.54,1.41,0,0,0
21Day,33.67,2.22,1.85,24.05,2.59,22.94,0,4.81,0,0.37,2.22,0,0,3.33,0,37,4.07,1.11,14.06,49.21,26.64,0,0,5.18,0,719.99,221.99,0.74,4.44,0,9.25,24.42,0.37,20.35,3.33,9.25,2.22,0,0,17.02
3Month,0.73,0.62,0.21,12.48,0.73,0,0.52,0.1,0,0.52,1.66,0,0,5.1,2.81,3.33,2.7,4.99,1.66,95.38,1.66,0.31,0,0.83,22.57,18.31,3.33,6.76,3.12,0,0.31,1.25,4.06,0.94,0,0,0,0.83,6.45,37.45
22Month,0,0.55,0.41,4.51,0.14,0,0.96,0,0.14,0.96,4.37,0.55,0,12.98,0.41,1.09,1.5,1.23,0.68,125.44,1.23,0.14,0.55,0.55,0.41,13.8,0.41,6.97,5.33,0.14,0.14,0.41,0.68,1.5,0.55,0,0,0,0,17.35
