stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,21,0,12,4,0,0,1,0,0,0,0,4,0,0,0,0,1,4,3,438,0,0,0,0,112,345,0,0,81,0,0,1,0,0,4,0,0,0
72hpf,34.39,4.51,0,6.48,3.95,8.74,0,0,0,0,0,0,0,0,0,0.28,0.28,0.28,14.66,1.69,299.6,0,0,9.58,0,44.81,37.77,0,0,309.47,0.28,0,4.23,0,0.28,7.05,0,0,0
21Day,17.39,1.85,0.37,7.4,0.74,8.88,0,0.37,0,0,1.11,0,0,0.37,0,1.48,1.48,0.37,3.7,1.11,303.76,0.37,0.37,61.05,0,13.32,9.62,0,0.74,187.95,11.47,0,0.74,0.37,1.11,4.81,0,0,0.37
3Month,1.46,4.26,0.21,6.97,0.1,0,1.14,0.1,2.6,1.46,9.26,0,0,9.26,2.7,0.1,3.85,0.52,2.81,4.37,214.38,45.25,0,17.27,0.62,0.62,0.1,0.42,0.21,1.14,1.04,1.35,0.31,0,0.1,0.73,7.07,0.73,1.04
22Month,0,3.42,0.14,1.78,0.14,0,1.09,0.14,0.55,0.14,1.37,0.96,0,12.71,0.41,0.27,1.23,0.14,0.68,0.41,103.03,4.51,0.14,7.93,0,0.14,0,0.14,0.55,0.27,0.27,0.55,0.14,0,0,0.27,1.37,0,0.41
