stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,225,0,0,0,1,0,0,1,0,0,0,0,0,0
72hpf,3.1,29.03,0,4.51,0.85,5.92,0,0,0,0,0.85,0,0,0,0.85,0,1.13,5.64,0.56,19.73,0,0.28,1.97,74.41,129.65,7.33,2.54,0,31,0.28,0,321.59,0.28,0,2.82,0,0,0
21Day,4.07,7.77,0.37,14.8,0.37,10.36,0,1.11,0,0.37,4.81,0,1.48,1.11,3.7,1.48,0.37,7.4,7.03,82.14,0,0,8.14,64.75,54.39,5.92,0.74,0,41.81,7.77,1.48,221.25,4.81,10.36,14.8,0.37,0,4.44
3Month,0,15.91,0,7.8,0.31,0,0.1,0,3.43,0.52,7.28,0.1,4.99,1.77,0.42,1.46,0.31,0.83,4.06,38.38,2.7,0.1,2.6,19.97,1.66,23.61,0.31,0,8.22,0.52,27.67,4.89,0.31,0,2.5,1.98,9.88,4.26
22Month,0,11.62,0.14,3.96,0,0,0.27,0.14,0.27,0.14,7.24,0.27,10.39,0.55,0.41,0.68,0,0,2.73,29.79,0.68,0.27,0.68,7.65,1.23,20.5,0.14,0.14,4.78,0.27,2.87,6.15,0,0,0.41,0.41,0,0.96
