stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0
3Month,0.1,0.31,1.46,0.62,0.52,0,3.02,0.21,0.73,0.31,0.1,0.62,0.62,0,0.31,0,0,0.21,0.1,0.1,0.1,10.82,0.1,0.52,4.78,0.42
22Month,0,0,0.27,0,0,0.41,2.32,0,0.41,0.14,0,0.27,0.55,0.14,0,0,0,0,0,0,0,0.41,0,0,0,0
