stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,69,0,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,5.36,0,0.28,0,0,1.41,2.25,0,0,0,1.97,0,0,0,0.56,0,0,0,0,0
21Day,1.85,0.37,0,3.33,0,2.22,0,1.48,0,0,0,0,0,0.37,0,31.82,0,0,2.22,1.11,17.02,0,0,0,0,4.44,1.11,0,0,0,3.7,2.59,0,0,0.37,0.37,0,0,0,29.97
3Month,0,0.73,1.14,12.9,0.1,0,0.31,0,0,1.98,1.87,0,0,39.94,3.64,1.14,11.96,0.94,5.51,4.26,7.28,1.14,0.31,0.73,0.42,0.1,0.31,0.21,0.1,0,0.62,2.5,0.1,2.7,0.21,0,0,1.04,0.73,14.98
22Month,0.27,2.73,1.64,13.12,0,0,0.82,1.37,0.14,1.91,6.83,7.52,0,274.53,4.37,6.42,22.96,0.55,1.78,10.93,16.67,0.68,9.43,1.64,0.14,0.55,0.27,0.68,0.55,0.68,0.27,0.68,0,1.23,0.55,0.14,0.14,0.27,0,5.19
