stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,1.69,0,4.79,3.38,0,0,0,0.28,0,0.28,0,0,0,0,3.1,4.79,0.56,21.7,0.28,0.28,1.13,1.13,7.33,10.43,0,0,0,28.75,1.41,0,1.69,0,0.28,0,0,0
21Day,3.7,2.59,0.37,20.72,1.11,1.85,0,0.37,0,0.37,0.74,0.74,0,0.74,0.74,0.37,10.36,4.81,43.29,0,0,8.88,0,2.96,3.7,0.37,0.37,0,22.94,0.74,0,0.37,0.37,0,0,0,4.44
3Month,0.42,1.14,0.73,12.27,0.21,0,0.21,0.21,4.68,1.14,0,32.35,3.95,0.21,6.45,0.62,2.91,4.06,5.93,2.6,0.1,2.5,0.21,0.1,0.31,1.25,0.1,0,1.04,0.21,0.42,0.21,0,0.21,0.21,0.31,11.23
22Month,0.55,3.96,4.24,20.77,0.41,0,0.55,0.14,7.93,5.47,17.08,257.86,0.82,1.09,16.12,0.82,1.78,8.47,8.2,0.41,4.37,3.01,0.41,0.96,0.55,2.6,1.09,0.41,0.41,0.82,0.14,2.87,2.32,0.14,0.14,0,5.6
