stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,18,0,0,0,0,0,0,0,4,0,0,0,0,3,1,7,12,0,0,0,0,15,159,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,6.2,2.54,0,10.15,6.76,3.66,0,0,0,0,0,0,0,0,0,0,1.41,13.25,2.25,24.52,0,1.13,0.85,0,363.87,40.3,0.56,1.41,19.73,0.28,0,15.78,2.54,0.85,0.85,0,0,0
21Day,4.44,0.74,0.37,10.73,5.55,2.96,0,0.37,1.11,0,0,0,1.48,0,1.48,1.85,1.11,7.77,1.48,19.24,0,0,1.48,0.37,105.45,18.87,3.7,1.11,6.29,4.07,0.37,5.55,2.96,1.11,0.74,0,0,0.74
3Month,0.21,0.94,1.66,23.51,1.66,0,0.1,0.1,14.56,1.04,0,0,37.55,1.87,0.1,9.47,2.6,3.74,4.47,7.18,0.73,0,10.71,6.87,7.49,1.14,8.22,1.77,0.42,1.25,56.69,0.42,0.1,0,0.1,3.74,23.72,1.46
22Month,0,0.55,3.14,12.71,1.23,0,0.27,0,6.29,0.96,12.71,0,124.62,0.68,0.55,24.73,0.41,1.5,3.83,4.37,0,2.05,6.56,0.14,1.5,0.82,6.29,1.5,0.14,0.55,9.57,2.6,1.09,0,0.14,0.82,0.27,0
