stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Spermatocyte,T_cell
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
3Month,0.21,0,0.62,0.1,0,1.14,0.21,0.1,0.21,0.1,0.31,0.21,0.1,0.1,0.21,0.1,0.42,11.44,3.43,0.42
22Month,0,0.14,0.14,0,0.14,1.5,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0
