stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,0.28,1.13,0,0,0,0,0,0,0,0,1.41,1.13,0,4.23,0,0,0.28,0,54.68,5.92,0,0,0,3.66,0,0,0.85,4.51,2.54,1.41,0,0,0
21Day,1.11,0.37,0.74,1.11,0.74,0,0,0,0,0.37,0,0,9.62,0.37,1.48,0,7.4,0,0,2.96,0,19.98,3.33,0,0,0,8.88,1.11,0,0.37,1.11,1.48,1.48,0,0,0
3Month,0,1.87,1.77,7.39,0,0.73,11.13,0.62,0,28.81,1.14,0.21,94.55,0.83,1.46,1.04,3.12,0.73,0.31,0.62,0.73,1.04,0,1.14,0.42,0,0.1,1.04,15.6,0,0,0.1,0.21,13.21,5.82,0.52
22Month,0,2.73,3.83,2.46,0,0,7.11,2.05,1.37,69.55,0.96,0,118.34,0.14,0.41,0.68,2.73,0.14,1.5,1.09,0,1.78,0.14,1.5,0.14,0.27,0,0.27,4.65,0.55,0.55,0,0,1.64,0,0.41
