stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,2.25,0,1.69,0.56,0.56,0,0,0,0,0,0,0,0.28,0,0.28,1.97,0.28,6.76,0,0,0,0,6.2,4.23,0,0,0,6.48,0.28,0,0.56,0,0.28,0,0,0
21Day,1.48,1.48,0,1.48,0,1.85,0,1.11,0,0,0,0,0,1.48,0,0,0.74,0.37,6.29,0,0,1.11,0,2.22,1.48,0,0,0,2.22,0.74,0,1.11,0,0,0,0,1.85
3Month,0.1,3.95,0.52,6.76,0,0,0.21,0.31,0.73,2.6,0,12.48,3.12,0.21,2.39,0.83,2.5,3.33,3.33,0.83,0,0.73,0.62,0.21,0,0.21,0.31,0,0.31,0.42,4.16,0,0,0.1,5.2,3.64,3.95
22Month,0,3.96,0.82,3.01,0,0,0.14,0,0.82,3.28,1.23,28.83,1.37,1.23,2.05,0.14,0.55,3.28,1.91,0.27,0.41,0.41,0.14,0,0.14,0.55,0.55,0.14,0.27,0.14,0.55,0.82,0.14,0,0.96,0,2.05
