stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,1.69,0.28,2.25,0,0.28,0,0,0,0,0,0,0,0.28,0,0.85,4.23,0.28,3.1,0,0,0.56,0,24.8,13.53,0,0,5.64,0,0,1.97,0.28,0,0,0,0,0
21Day,1.11,0,0,9.99,0.37,5.55,0,0.74,0,0,0.74,0,0,0.74,0,0.74,0,1.11,3.33,2.22,10.36,0,0,1.11,0,11.84,6.29,0,0,3.7,2.59,0,0.74,0,0.74,0.37,0,0,1.11
3Month,0.1,1.04,0.21,7.8,0.1,0,0,0.21,0.1,0.73,2.91,0,0,5.72,2.5,0.1,4.16,0.94,2.08,2.6,2.81,0.21,0,0.52,0.42,0.62,0,0.62,0.1,0.52,0.42,2.29,0.1,0,0,0,0.52,0.42,3.85
22Month,0,1.23,0.27,2.05,0,0,0.14,0.14,0,0.41,2.19,0.27,0,15.99,0.82,0.55,3.55,0,0.55,1.78,1.91,0,0.14,0.68,0,0.55,0,0.41,0.41,0,0,0.41,0.14,0.27,0,0,0.14,0,0.68
