stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,3,1,12,0,0,0,2,35,0,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0.56,0,0,0,0,0,0,0,0.28,0,0,4.79,0,0.56,0,0,0,5.92,2.54,0,0,0.28,0,0,0.28,0,0,0,0
21Day,0.74,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1.11,0,0,0,1.85,0.74,0,0,1.85,0.37,0.37,0,0.37,2.22,0,0
3Month,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.1,0
22Month,0,1.64,0.68,3.01,0,0,0.27,0.96,5.74,2.73,0,18.45,1.91,0.14,1.64,0,0.96,1.23,3.14,1.78,0.68,0.41,0.27,0,0.55,65.05,0,0,1.23,0.41,0.68,0,0,1.5
