stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,8.46,0.56,0,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.11,0,1.48,0,0,0.37,0,0,0,0.74,0,0,0,20.72,4.07,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0
3Month,0.21,4.37,0.42,11.34,0.31,1.25,1.35,1.04,0.94,0,5.72,2.6,0.21,1.35,1.56,1.14,134.39,21.32,2.6,0,0.42,0.1,0.52,0.21,0.31,0,0,0.1,1.25,3.85,0,0.1,0,0.42,0.42,45.66,1.04
22Month,0,9.98,0.14,43.73,0.27,1.09,0.27,0.27,2.32,1.5,16.4,0.68,0.41,1.5,0.41,0.82,116.29,43.18,0.55,1.09,0.96,0.27,0,0,0,0.55,5.47,0,0.27,2.19,0.14,0.68,0,0,0,0.41,0.96
