stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,0,1.13,4.79,0,0.56,0,0,0,0,1.13,0.28,0.28,0,0,0.85,0,0,0,0,0,0,0,0
21Day,0.37,0,1.11,24.42,0.37,2.59,0,0,0,0,0.37,0,0,0.74,1.11,0.74,10.36,3.7,60.31,2.22,4.07,0,0,0.37,0,3.7,1.48,1.85,0,0,0.74,1.48,0,0.37,0.37,0.37,0,0,1.48
3Month,0,1.46,10.51,49.1,0,0,1.25,0.1,0.1,8.43,3.85,0,0,73.96,4.78,0.21,218.23,4.78,7.28,7.28,4.99,0.31,0.1,0.62,2.08,1.35,0,15.5,0.42,0,0.21,2.08,15.91,0.21,0,0,1.35,4.47,7.7
22Month,0,0.82,7.65,26.92,0,0,0.68,0,0,16.4,2.46,7.11,0,106.45,2.6,0.68,259.77,1.5,2.6,8.47,3.01,0.14,3.14,0.41,0,0.68,0.14,9.29,0.41,1.64,0.14,0.55,8.61,0.14,0,0.14,0.14,0,3.96
