stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,1.41,0,2.25,0,0.56,0,0,0.85,1.13,0.28,0.28,5.92,0,0,0.28,0,0,0
21Day,1.48,0.37,6.29,0,0.74,0,0,0,0,1.85,0.37,0.74,0.74,0,5.92,0,8.88,0,0,0.74,0.37,2.22,0.74,0,0,5.18,0.37,0,0,0,0,0.37
3Month,0,0.1,4.16,0,0,0.42,0.1,0,0,4.47,0.31,0,0.42,0.62,1.87,0.1,0.42,0.1,0.1,0.1,0.21,0,0,0.52,0,0.1,0.1,13.83,0.1,0.1,2.91,0.31
22Month,0,0.14,0.27,0,0,0,0,4.92,0,30.2,0,0,0.27,0.14,0,0,0.27,0,0.41,0,0,0.14,0,0.27,0,0,0.14,2.46,0,0,0,0
