stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,25,1,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.13,0.28,0,0,0,0.28,0,0,0,0,0,0,0,2.25,8.74,1.69,0,0,0,0,60.6,3.95,0,0,0,0.85,0,0.28,1.13,0,0,0.28,0,0,0
21Day,0.37,1.11,0.37,5.92,0.37,0,0.37,0,2.96,0,0,0.37,2.22,4.44,4.44,1.11,5.18,24.05,4.44,0,0,0,0.37,20.35,2.96,0,0.74,0,1.85,1.11,1.11,1.11,0,0.37,0,0,0,4.07
3Month,0.21,0.83,0.31,12.07,0,0.21,0.21,2.18,23.4,0,0,5.93,24.34,0.83,14.98,0.94,3.95,38.28,5.41,0.42,0,0.62,7.7,1.14,0.1,1.56,0.73,0,0.31,0.94,32.77,0.31,0,0,0.21,0.94,14.87,10.19
22Month,0.14,1.09,0.68,6.7,0,0.41,0,1.09,72.97,1.09,0,15.44,13.53,2.46,10.39,0.55,1.78,65.32,2.87,0.14,0.27,0.96,0.14,1.91,0,2.32,0.82,0.68,0.27,0.68,11.21,0.14,0.14,0,0,0.41,0,10.52
