stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,8,5,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.56,0.28,0.56,0,0,0,0,0.28,0,0.28,0,0.85,1.97,0.56,1.69,0,0.85,0.28,0.28,13.25,8.46,0,0,0,2.25,0.85,0,1.41,0.28,0,0.56,0,0,0
21Day,2.96,0.74,0,6.66,0.37,4.81,3.7,0.37,0.74,0,0.37,0,1.85,0.37,0.37,2.22,1.48,4.44,0,0,0.37,0,4.07,4.44,0,0.74,0,1.48,2.22,0,1.85,0.74,0.74,0.37,0.37,0,0.74
3Month,0,0,0.21,2.39,0,0,0.1,0,0.42,0,3.33,0.62,0.1,1.56,0,0.73,0.73,0.21,0.21,0,0,0,0.31,0.1,0,0,0,0,0,1.87,0,0,0,0,0.1,0.42,0.52
22Month,0,0.14,0.14,1.23,0.14,0,0,0.14,2.05,0.55,10.39,0.82,0,1.5,0.27,0.14,0.82,1.23,0.14,0.27,0.14,0,0.27,0,0.14,0.14,0.27,0,0.14,0.14,0.14,0,0,0,0,0,0
