stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.56,0,2.25,0.28,0.28,0,0,0,0.56,0,0,0,0,0,0.28,2.25,0.28,8.46,0,9.58,0,22.27,7.05,0,0,0,4.51,0,0,1.13,25.37,39.74,0.56,0,0,0
21Day,7.4,1.11,1.48,27.01,1.11,12.21,0,1.85,0,1.11,0,7.03,0.37,4.07,3.33,1.11,13.32,4.81,34.04,0.37,12.95,0.37,33.67,9.62,0.74,0.74,0,14.06,8.51,0,2.96,88.06,405.14,1.48,0.37,0,5.55
3Month,0,1.66,0,0.94,0,0,0,0,0.21,0.52,0,2.5,0.21,0,0.42,0.1,0.21,0.62,2.5,0,5.2,0.1,0.21,0,0.1,0,0,0.31,0,5.93,0,0.1,0,0,0.62,0.21,0.1
22Month,0.27,2.19,0,0.68,0,0,0.14,0,0,1.5,0.14,10.25,0.68,0.14,0.55,0,0.68,0.68,2.05,0,3.83,0.14,0.14,0.14,0.14,0,0.14,0,0,3.55,0.14,2.46,0.27,0,0.27,0,0.14
