stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56
21Day,4.44,0.74,0,13.69,9.25,0,1.85,0.37,0.37,0,2.96,0.37,4.81,2.22,2.22,7.03,1.11,17.39,0,0,2.96,0.37,22.57,12.58,0,0.74,0,8.51,5.55,0,2.59,1.11,1.85,0.37,0,0,85.84
3Month,0,0.31,0.21,3.85,0,0,0,0.94,2.7,0,6.14,3.22,0.42,3.33,2.7,1.77,2.08,1.98,0.42,0,0.62,0.31,0.21,0.21,0.31,0,0,0.42,0.52,3.43,0.1,0,0,0,0.52,0.83,65.01
22Month,0.14,0.68,0.27,1.78,0,0.27,0.14,0,3.28,0.82,7.24,0.55,0.27,0.82,0.27,0.41,1.64,1.78,0,1.37,0.27,0,0.27,0,0.14,0.41,0.14,0.14,0,0.14,0.14,0.14,0,0,0.14,0,86.23
