stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0.85,5.36,0.28,4.23,0,0.28,0,0,0.56,1.97,0,0,2.25,0,0,0.28,0.28,0,0,0
21Day,0.37,0,0,6.66,0,1.11,0,0,0,0,0,0,0.37,0.74,0.74,1.11,0.74,2.96,0,0,0,0,0.74,1.48,0,0,0.74,0.74,0.37,0.37,0,0,0,0.37
3Month,0,0.52,0.1,8.43,0.1,0,0.1,1.25,0.42,0,2.91,0.1,0,3.85,0.52,3.95,1.56,1.87,0.73,0,0.1,0.1,0,0.1,0.1,0.1,0,0.1,2.6,0.1,0,0.73,0.73,0.62
22Month,0.14,0.14,0,1.37,0,0,0,1.37,0.68,0.14,5.6,0.27,0.14,5.33,0.27,0.14,1.91,0.96,0,0,0,0,0,0,0,0,0,0.14,0.68,0.27,0,0,0,0.27
