stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0.37,0.74,0,1.11,0.74,0,0,0.74,7.03,0,0.37,1.48,0.37,0,0.37,0,0.74,0,0,0.37,0.37,0,0,0.37,0,5.18
3Month,0.42,1.25,0,0,0.1,3.02,0,0.94,11.65,0.83,0.42,0.21,0.83,0.52,0.1,0,0.1,0,0.1,0,0,0.1,0.1,0.31,0.1,0.1,6.03
22Month,0,0.14,0,0.14,0,8.34,0.14,1.78,3.42,0.41,0.14,0,1.91,0.27,0,0,0,0,0,0.14,0,0,0,0,0.14,0,2.05
